주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
서울대학교치과병원,종로구 연건동 28-21*,BS,241,500,10,500,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2072-2655,미연계,37.57749391456385,126.99994056647303
여전도회관 주차장,종로구 연지동 1-1,BS,72,2000,30,1000,10,30000,0,,0700 ~ 2000,0700 ~ 2000,0700 ~ 2000,,미연계,37.575416,126.999521
연지(민영),종로구 연지동 106-0,NP,15,2000,30,3000,60,15000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,010-3710-4279,미연계,37.57408506,126.99915752
이화(민영),종로구 이화동 189-0,NP,50,50,5,500,5,20000,0,,0800 ~ 2230,0800 ~ 2230,0900 ~ 2200,02-774-5190,미연계,37.576625,127.003172
한국교회100주년기념관 주차장,종로구 연지동 135-0,BS,100,3000,30,1000,10,15000,0,,0900 ~ 1800,0900 ~ 1800,0900 ~ 1800,02-741-4370,미연계,37.574411,127.000545
현대그룹 빌딩 주차장,종로구 연지동 1-7,BS,410,2000,30,2000,30,30000,0,,0600 ~ 2400,0000 ~ 0000,0000 ~ 0000,,미연계,37.575041,127.000548
홍익대학교 대학로캠퍼스,종로구 연건동 128-8 ,BS,418,3000,30,2000,20,40000,418,2024-10-02 16:01:21,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3275-3942,20분,37.576526,127.001474
율곡로-1,율곡로 187 ~ 율곡로 179,T,14,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5759997,126.9991619
고궁주차장(민영),종로구 원남동 171-2,NP,20,2000,30,2000,30,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.575937,126.996566
보령빌딩 주차장,종로구 원남동 66-21 ,BS,152,2000,30,1000,10,25000,0,,0600 ~ 2400,0600 ~ 2400,0600 ~ 2400,,미연계,37.574515,126.998018
신원남(민영),종로구 원남동 249-7,NP,25,4000,60,1000,15,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.574909,126.997005
창경궁로-2,창경궁로 145 ~ 창경궁로 125,T,42,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5755338,126.9972538
GS타임즈 익선동(민영),종로구 와룡동 80-1,NP,16,600,5,600,5,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5751482,126.9909787
고강(민영),종로구 와룡동 40-1,NP,18,2000,30,1000,30,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.57582388,126.99096811
대하주차장(민영),종로구 익선동 33-1,NP,10,2500,30,2500,30,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.575265,126.988647
삼환빌딩 주차장,종로구 운니동 98-5 ,BS,145,2000,30,1000,15,40000,0,2023-07-26 16:27:37,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5768231,126.98893866
안국역 4번출구 주차장(민영),종로구 운니동 114-2,NP,92,1000,30,500,15,20000,0,2023-09-22 13:56:37,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,031-628-7168,미연계,37.57681454,126.98763241
와룡주차장(민영),종로구 와룡동 40-1,NP,12,2000,30,1000,10,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5758183,126.9909364
익선(민영),종로구 익선동 111-0,NP,8,2000,30,2000,30,,0,,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,02-2277-1441,미연계,37.574143,126.9906
종로세무서,종로구 낙원동 58-8,BS,13,0,0,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,0,미연계,37.573867,126.988934
창경(민영),종로구 운니동 10-0,NP,20,2000,30,1000,10,18000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-2566-891,미연계,37.576984,126.98946
행복주차장(민영),종로구 운니동 97-0,NP,23,2000,30,1000,10,18000,0,,0700 ~ 2100,0700 ~ 1900,0900 ~ 1800,02-744-2159,미연계,37.576264,126.989157
AJ파크 종로관훈(민영),종로구 관훈동 112-4,NP,78,2000,20,1200,10,33000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-735-1800,미연계,37.575524,126.984307
AJ파크 해영회관점(민영),종로구 안국동 117-0,NP,75,2000,30,1000,15,28000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-733-8564,미연계,37.576793,126.98481
GS타임즈 경운(민영),종로구 경운동 65-0,NP,16,3000,30,1000,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,080-330-3600,미연계,37.57451,126.986124
국원주차장(민영),종로구 운니동 114-8,NP,17,2000,30,1000,15,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.576821,126.986658
동덕빌딩 주차장,종로구 관훈동 151-8 ,BS,101,3000,30,1000,15,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,0,미연계,37.574883,126.98317
서원빌딩 주차장,종로구 경운동 91-1 ,BS,50,2000,30,2000,30,20000,0,,0700 ~ 1900,0700 ~ 1300,0000 ~ 0000,0,미연계,37.576308,126.985964
우정국로-1,견지동 39-5 ~  우정국로 43,T,22,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5741997,126.98278601
우정국로-2,우정국로 46 ~ 우정국로 68,T,24,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5743413,126.98307601
경복궁 주차장,종로구 세종로 1-1 ,BS,266,3000,120,800,10,0,180,2024-10-02 16:01:54,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-736-9536,20분,37.576926,126.9791106
서울지방국세청,종로구 수송동 104-0,BS,4,1500,15,500,5,0,0,,1800 ~ 0800,0000 ~ 2400,0000 ~ 2400,010-2507-1853,미연계,37.574066,126.979885
수송스퀘어 주차장,종로구 수송동 83-1 ,BS,310,3000,30,3000,30,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,0,미연계,37.574156,126.981305
연합뉴스빌딩,종로구 수송동 110-0 ,BS,197,1000,10,1000,10,50000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,0,미연계,37.57442,126.980486
열린마당(구),종로구 세종로 111-0 옆,NS,13,500,5,1000,10,0,0,,0900 ~ 2100,0900 ~ 1500,0000 ~ 0000,,미연계,37.57546727,126.97864632
케이트윈타워,종로구 중학동 19-0 ,BS,402,3000,30,1000,10,50000,358,2024-10-02 16:01:55,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1899-7275,20분,37.574719,126.979023
트윈트리타워 주차장,종로구 중학동 14-0 ,BS,266,3000,30,1000,10,,174,2024-10-02 16:00:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1644-8830,20분,37.57542635,126.9801813
경복궁역 이륜차 주차장(구),종로구 내자동 67-2,NS,5,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5762416,126.97236133
경희궁의아침 2단지 주차장,종로구 내수동 71-0 ,BS,377,6000,60,3000,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,0,미연계,37.573944,126.971244
광화문 플래티넘 오피스텔 주차장,종로구 적선동 156-0,BS,113,2000,30,1000,10,20000,0,,0700 ~ 2200,0700 ~ 2200,0000 ~ 0000,0,미연계,37.574449,126.973598
노스게이트빌딩 주차장,종로구 적선동 66-0,BS,176,2000,30,2000,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.57521016,126.97395565
러닝웨이코리아 주차장,종로구 내자동 167-2,BS,20,0,60,1000,60,,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,0,미연계,37.575119,126.970686
사직로1 관광버스 주차허용 구간(시),종로구 내자동 35-0 내자동 54(치과의원) ~ 필운동 227(금고 앞),NS,15,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02)2133-2357,미연계,37.5761587,126.97062897
사직로2 관광버스 주차허용 구간(시),종로구 내자동 131-0 내자동136(사직이용원) ~ 내자동75-4(가로등),NS,9,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02)2133-2357,미연계,37.57591236,126.97056123
삼원(민영),종로구 체부동 50-0,NP,4,3000,30,1000,10,0,0,,0900 ~ 2100,0900 ~ 2100,0000 ~ 0000,02-733-8824,미연계,37.576804,126.972205
우진빌딩 주차장,종로구 통의동 35-41,BS,8,0,0,0,0,0,0,,0800 ~ 2000,0800 ~ 2000,0000 ~ 0000,0,미연계,37.577194,126.972775
적선동 주차장(시),종로구 적선동 140-0,NW,28,8100,120,680,5,0,18,2024-10-02 16:01:31,0900 ~ 1900,0900 ~ 1900,0900 ~ 1900,02-2264-4895,20분,37.57449014,126.97418586
적선현대빌딩 주차장,종로구 적선동 80-0,BS,168,2000,30,5000,60,0,0,,0900 ~ 1800,0900 ~ 1300,0000 ~ 0000,,미연계,37.575398,126.973286
토속촌(민영),종로구 체부동 88-2,NP,12,1000,10,1000,10,50000,0,,1000 ~ 2200,0000 ~ 0000,0000 ~ 0000,02-737-7444,미연계,37.577796,126.971445
파크팰리스 주차장,종로구 내수동 95-0,BS,40,3000,30,1000,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,0,미연계,37.574198,126.970608
한국생산성본부,종로구 적선동 122-1,BS,101,4000,60,2000,30,36000,0,,0700 ~ 2400,0700 ~ 2400,0700 ~ 2400,,미연계,37.574878,126.97337
MYCJ(민영),종로구 내자동 167-1,NP,11,3000,30,5000,60,25000,0,,0830 ~ 2230,0830 ~ 2230,0830 ~ 2230,02-737-7366,미연계,37.57529,126.970457
광화문 풍림스페이스본1차,종로구 사직동 9-0 ,BS,1480,1500,10,1500,10,35000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,0,미연계,37.574328,126.968936
사직로3 관광버스 주차허용 구간(시),종로구 사직동 240-0 (한국갤럽 앞 ~ 풍림스페이스본 버스정류장 전),NS,4,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02)2133-2357,미연계,37.57470832,126.96787572
서대문형무소역사관,서대문구 현저동 101-0,BS,70,150,5,150,5,,0,,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,02-312-2958,미연계,37.57456,126.956513
세란병원 주차장,종로구 무악동 32-2 ,BS,80,2000,30,1000,15,20000,0,,0700 ~ 2130,0730 ~ 2100,0730 ~ 2100,0,미연계,37.57518,126.957486
서대문자연사박물관 주차장,서대문구 연희동 141-52 ,BP,47,3000,120,500,10,0,0,,0900 ~ 1800,0900 ~ 1800,0900 ~ 1800,,미연계,37.57666642,126.93750908
연희로32길-1,연희동 6-47 ~ 연희동 산 2-37,T,18,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5767433,126.93854701
연희동 주민센터,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.57385003,126.9352019
모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,10,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02)2133-2357,미연계,37.57461288,126.9247083
모래내로-1,남가좌동 318-19 ~ 남가좌동 318-19,T,3,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5749308,126.92513401
한국철도공사(DMC역),은평구 수색동 37-2,BS,64,1000,30,500,10,10000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-1544-7788,미연계,37.578142,126.899612
한샘상암 주차장,마포구 상암동 1623-0,BS,444,500,10,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.576125,126.898671
상암1 공영주차장(구),마포구 상암동 1267-1,NW,213,200,5,200,5,,134,2024-10-02 16:01:59,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5046,20분,37.577281,126.897236
서서울농협 DMC첨단주차타워 주차장,마포구 상암동 1613-0,BS,192,500,10,500,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.577323,126.892957
DMC 이안상암1단지,마포구 상암동 1654-0 ,BS,311,500,10,500,10,,0,2023-07-28 08:39:55,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.57754187,126.89066159
DMC 이안상암2단지 주차장,마포구 상암동 1653-0,BS,446,500,10,500,10,20000,0,2023-07-28 08:39:55,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,,미연계,37.57708631,126.8914037
KBS미디어센터 주차장,마포구 상암동 1652-0,BS,375,500,10,500,10,27000,0,,0900 ~ 2400,0000 ~ 0000,0000 ~ 0000,,미연계,37.576481,126.890904
마포 창업복지관 주차장,마포구 상암동 1640-0 ,BS,33,0,60,500,10,15000,0,2022-08-23 14:44:34,0600 ~ 2100,0600 ~ 2100,0600 ~ 2100,02-306-3514,미연계,37.57414888,126.8899279
산학협력연구센터 주차장,마포구 상암동 1649-0,BS,253,0,30,3000,60,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.576083,126.890517
서울 SFLEX 주차장,마포구 상암동 1648-0,BS,598,700,10,700,10,70000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2124-2705,미연계,37.57564294,126.89006643
난지천공원2,마포구 상암동 478-13,BS,59,300,10,150,5,0,0,,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,,미연계,37.575137,126.882446
방화역(동) 공영주차장(시),강서구 방화동 830-4,NW,67,170,5,170,5,12200,884,2024-10-02 16:01:31,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,010-9381-8004,20분,37.57730116,126.81331479
방화역(서) 공영주차장(시),강서구 방화동 829-1,NW,69,170,5,170,5,12200,42,2024-10-02 16:01:31,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,010-9381-8004,20분,37.57757395,126.81217459
개화역 공영주차장(시),강서구 개화동 664-0,NW,483,170,5,170,5,12200,474,2024-10-02 16:01:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6312,20분,37.57798421,126.79821222
강일경서프라자 주차장,강동구 강일동 75-12,BS,31,0,30,1000,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5722378,127.1748184
성산타워2 주차장,강동구 강일동 70-8,BS,30,3000,30,1000,10,50000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5725555,127.1762454
강일성산타워 주차장,강동구 강일동 76-11,BS,45,3000,30,1000,10,50000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.57179401,127.1732948
중곡3동공영주차장(구),광진구 중곡동 195-1,NW,162,150,5,150,5,72000,162,2024-10-02 16:01:15,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-2049-4596,20분,37.56993873,127.08469308
동일로-2,중곡동 238-6 ~ 중곡동 187-27,T,84,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5693316,127.0795162
일미주차장(민영),동대문구 장안동 345-3,NP,38,4000,60,2000,30,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2247-3178,미연계,37.57034149,127.0719397
장안1동 공영주차장(시),동대문구 장안동 392-3,NW,71,130,5,130,5,9300,52,2024-10-02 16:01:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3405-4598,20분,37.56941,127.066994
장한로-1,장안동 371-10 ~ 장안동 423-3,T,157,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5699049,127.0699925
장한로-2,장안동 433-7 ~ 장안동 367-1,T,157,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5693714,127.0700295
동답 공영주차장(구),동대문구 답십리동 2-283,NW,67,1000,60,0,0,10000,0,,0900 ~ 1900,0900 ~ 1900,0900 ~ 1900,02-2247-9664~6,미연계,37.569383,127.063563
답십리2동 노외주차장(홍약국옆)(구),동대문구 답십리동 36-12,NW,58,500,10,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.571085,127.058088
답십리1동주민센터,동대문구 답십리동 477-9 ,BP,10,,,,,,0,,1800 ~ 0800,0000 ~ 2400,0000 ~ 2400,02-2171-6223,미연계,37.571844,127.051306
삼희상가주변(구),동대문구 답십리동 530-6,NS,16,500,10,500,10,0,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.56938933,127.05072647
신답고가 주변(구),동대문구 답십리동 530-6,NS,22,500,10,500,10,36000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-5278-4125,미연계,37.57065641,127.04997822
공유) 04-16(구),성동구 마장동 768-2 마장로 39나길,NS,16,900,30,900,30,10000,14,2024-10-02 15:59:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56987,127.04394
공유) 04-17(구),성동구 마장동 767-4,NS,17,900,30,900,30,10000,14,2024-10-02 15:59:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56939,127.04483
거주자우선주차장(구),성동구 마장동 494-0,NS,121,250,5,250,5,10000,0,,0900 ~ 1900,0900 ~ 1900,0000 ~ 0000,,미연계,37.56963211,127.03984906
마장축산물시장 서문(건물) 공영주차장(구),성동구 마장동 522-1,NW,129,250,5,250,5,,89,2024-10-02 15:54:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.5704876,127.03832741
마장축산물시장(건물) 공영주차장(구),성동구 마장동 525-1,NW,117,250,5,250,5,,92,2024-10-02 15:54:09,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.571538,127.039926
서울(민영),성동구 마장동 480-10,NP,18,2000,30,1000,15,15000,0,,0700 ~ 1900,0700 ~ 1900,0000 ~ 0000,010-6460-6460  ,미연계,37.57003048,127.0405142
공유) 04-01(구),성동구 하왕십리동 258-0,NS,22,900,30,900,30,10000,23,2024-10-02 15:59:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5696,127.03263
공유) 04-02(구),성동구 마장동 456-3,NS,25,900,30,900,30,10000,25,2024-10-02 15:59:19,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5707,127.03429
공유) 04-03(구),성동구 마장동 450-65,NS,8,900,30,900,30,10000,7,2024-10-02 15:59:14,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.571558107,127.03643021
공유) 04-04(구),성동구 마장동 460-22,NS,9,900,30,900,30,10000,9,2024-10-02 15:59:13,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.57117,127.03504624
공유) 04-23(구),성동구 마장동 459-6,NS,15,900,30,900,30,10000,12,2024-10-02 15:59:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.56944669,127.0360172
마장동(건물) 공영주차장(구),성동구 마장동 463-2,NW,54,50,5,50,5,,42,2024-10-02 16:01:53,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.56993875,127.03514519
벽송유료주차장(민영),성동구 마장동 521-8,NP,25,2000,30,2000,30,15000,0,,0700 ~ 2100,0700 ~ 2100,0000 ~ 0000,02-2294-7888,미연계,37.569398,127.03774
성동구도시관리공단 주차장,성동구 마장동 527-10,BS,34,500,10,500,10,,0,,0800 ~ 1900,0800 ~ 1900,0800 ~ 1900,,미연계,37.571718,127.036936
청계주차장(구),동대문구 용두동 129-4,NW,122,1500,30,500,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-923-4147,미연계,37.572235,127.034472
청계천박물관 주차장,성동구 마장동 527-4,BS,42,250,5,250,5,,0,,0900 ~ 1800,0900 ~ 1800,0900 ~ 1800,,미연계,37.571163,127.034887
공영주차장(구),성동구 하왕십리동 301-6,NS,12,500,5,650,5,,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 2400,,미연계,37.570052,127.028292
동대문구 용두동 129-6 ,동대문구 용두동 129-6 ,BS,5,,,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,,미연계,37.572283,127.0317
청계8가(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,72,450,5,450,5,0,17,2024-10-02 16:01:33,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2274-2009,20분,37.5703894,127.02698474
청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,31,450,5,450,5,0,13,2024-10-02 16:01:43,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2274-2009,20분,37.57063582,127.02824815
청계벽산아파트상가 주차장,성동구 하왕십리동 258-0 ,BS,52,1000,10,1000,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5693809,127.0308511
청계천 주변(구),동대문구 신설동 94-4,NS,23,500,10,0,0,0,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.57371331,127.02782758
하왕십리동286-138 노상주차장(구),성동구 하왕십리동 286-2 ,NS,9,250,5,250,5,,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 2400,,미연계,37.569658,127.029351
경해빌딩,동대문구 신설동 117-6,BS,90,1000,30,500,10,,0,,0700 ~ 2100,0700 ~ 2100,0000 ~ 2400,,미연계,37.573778,127.023711
고향주차장(민영),동대문구 신설동 114-3,NP,69,4000,60,2000,30,10000,0,,0700 ~ 2000,0700 ~ 2000,0700 ~ 2000,02-236-7900,미연계,37.572107,127.026161
공유) 황학동(구),중구 황학동 1743-0,NS,13,0,0,0,0,0,0,2023-08-17 08:45:31,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,1661-5806,미연계,37.57036718,127.02133126
삼송빌딩주차장,동대문구 신설동 114-43,BS,33,2000,30,1000,10,,0,,0700 ~ 1900,0700 ~ 1900,0700 ~ 1900,,미연계,37.572475,127.023698
상왕십리동 12-46 노상주차장(구),성동구 상왕십리동 12-46 ,NS,5,250,5,250,5,,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 2400,,미연계,37.57064,127.025916
상왕십리동12-49 노상주차장(구),성동구 상왕십리동 12-49 ,NS,3,250,5,250,5,,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 2400,,미연계,37.570883,127.025001
신설동 공영주차장(시),동대문구 신설동 114-29,NW,79,260,5,260,5,18700,70,2024-10-02 16:02:11,0900 ~ 1900,0900 ~ 1900,0900 ~ 1900,02-2232-6096,20분,37.57252061,127.02425684
신설동지웰홈스,동대문구 신설동 117-9,BS,143,250,5,250,5,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.573201,127.023629
원할머니보쌈 본점주차장,중구 황학동 1710-0 ,BS,65,2000,30,1000,15,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5701959,127.022677
원할머니보쌈 본점주차장(민영),중구 황학동 1710-0,NP,65,2000,30,1000,15,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.570197,127.022616
재원(민영),종로구 숭인동 1425-0,NP,16,2000,30,1000,10,20000,0,,0800 ~ 2000,0800 ~ 2000,0000 ~ 0000,02-2236-5508,미연계,37.57291054,127.02217589
천일 (민영),종로구 숭인동 202-37,NP,10,2000,30,1000,10,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5732821,127.0217722
천일(민영),종로구 숭인동 202-37,NP,10,2000,30,1000,10,30000,0,,0800 ~ 2000,0800 ~ 2000,0000 ~ 0000,02-2236-0353,미연계,37.57327427,127.02175822
청계7가 공영주차장(시),종로구 창신동 436-87,NS,39,450,5,450,5,0,14,2024-10-02 16:01:34,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-8337-4293,20분,37.57217485,127.02225792
텐즈힐몰 주차장,성동구 상왕십리동 811-0 ,BS,230,1500,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.5706325,127.02464001
황우회주차장(민영),중구 황학동 1505-0,NP,4,2000,30,2000,30,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-3217-1329,미연계,37.5693604,127.02137898
황학동 원할머니보쌈 사옥,중구 황학동 1685-0 ,BS,9,1000,15,1000,15,15000,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,,미연계,37.569641,127.023104
갈비예찬 (대승 주차장)(민영),종로구 숭인동 1383-2,NP,25,2000,30,1000,10,30000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5717816,127.019581
대성(민영),종로구 숭인동 226-17,NP,30,2000,30,1000,10,15000,0,,0700 ~ 1900,0700 ~ 1900,0700 ~ 1900,02-2236-4060,미연계,37.57290112,127.01927563
동묘공영(구),종로구 숭인동 227-0,NW,27,,,,,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5733029,127.0188904
동묘공영주차장(구),종로구 숭인동 227-8,NW,27,400,5,400,5,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-2236-0052,미연계,37.57328256,127.01893273
동일상가아파트 이륜차 주차장(구),종로구 숭인동 234-81,NS,8,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.57150686,127.01928379
롯데캐슬 베네치아 주차,중구 황학동 2545-0 ,BS,2917,2000,30,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.570952,127.02127
베네치아메가몰주차장,중구 황학동 2545-2 ,BS,14,0,0,0,0,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2048-5114,미연계,37.570542,127.01868
보루네오(민영),종로구 숭인동 228-2,NP,15,2000,30,1000,15,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2232-9980,미연계,37.57364676,127.01945974
보르네오(민영),종로구 숭인동 228-2,NP,15,2000,30,1000,15,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.5736393,127.019451
